OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210079002005.000000000000000,Block 2005, Block Group 2, Census Tract 79, Fulton County, Georgia,68,2,66,63,0,63,0,3
-1,131210081033007.000000000000000,Block 3007, Block Group 3, Census Tract 81.03, Fulton County, Georgia,68,3,65,63,0,60,3,2
-1,131210082043001.000000000000000,Block 3001, Block Group 3, Census Tract 82.04, Fulton County, Georgia,68,1,67,65,0,65,0,2
-1,131210082043010.000000000000000,Block 3010, Block Group 3, Census Tract 82.04, Fulton County, Georgia,68,1,67,67,5,62,0,0
-1,131210085001002.000000000000000,Block 1002, Block Group 1, Census Tract 85, Fulton County, Georgia,68,0,68,67,6,61,0,1
-1,131210085002000.000000000000000,Block 2000, Block Group 2, Census Tract 85, Fulton County, Georgia,68,2,66,66,6,60,0,0
-1,131210089052001.000000000000000,Block 2001, Block Group 2, Census Tract 89.05, Fulton County, Georgia,68,11,57,45,28,17,0,12
-1,131210092022022.000000000000000,Block 2022, Block Group 2, Census Tract 92.02, Fulton County, Georgia,68,7,61,56,47,4,2,5
-1,131210092032002.000000000000000,Block 2002, Block Group 2, Census Tract 92.03, Fulton County, Georgia,68,5,63,63,56,0,0,0
-1,131210096043004.000000000000000,Block 3004, Block Group 3, Census Tract 96.04, Fulton County, Georgia,68,5,63,55,55,0,0,8
-1,131210096061020.000000000000000,Block 1020, Block Group 1, Census Tract 96.06, Fulton County, Georgia,68,4,64,62,56,6,0,2
-1,131210097002011.000000000000000,Block 2011, Block Group 2, Census Tract 97, Fulton County, Georgia,68,7,61,60,59,1,0,1
-1,131210101061003.000000000000000,Block 1003, Block Group 1, Census Tract 101.06, Fulton County, Georgia,68,24,44,39,25,8,4,5
-1,131210102221003.000000000000000,Block 1003, Block Group 1, Census Tract 102.22, Fulton County, Georgia,68,0,68,64,55,5,0,4
-1,131210103073003.000000000000000,Block 3003, Block Group 3, Census Tract 103.07, Fulton County, Georgia,68,3,65,61,0,61,0,4
-1,131210103091036.000000000000000,Block 1036, Block Group 1, Census Tract 103.09, Fulton County, Georgia,68,2,66,64,8,56,0,2
-1,131210103111002.000000000000000,Block 1002, Block Group 1, Census Tract 103.11, Fulton County, Georgia,68,10,58,54,1,50,3,4
-1,131210103121001.000000000000000,Block 1001, Block Group 1, Census Tract 103.12, Fulton County, Georgia,68,4,64,61,2,58,0,3
-1,131210105261031.000000000000000,Block 1031, Block Group 1, Census Tract 105.26, Fulton County, Georgia,68,2,66,65,0,65,0,1
-1,131210108022003.000000000000000,Block 2003, Block Group 2, Census Tract 108.02, Fulton County, Georgia,68,24,44,44,12,31,0,0
-1,131210108024001.000000000000000,Block 4001, Block Group 4, Census Tract 108.02, Fulton County, Georgia,68,54,14,14,6,8,0,0
-1,131210111001031.000000000000000,Block 1031, Block Group 1, Census Tract 111, Fulton County, Georgia,68,5,63,55,31,23,0,8
-1,131210111003013.000000000000000,Block 3013, Block Group 3, Census Tract 111, Fulton County, Georgia,68,9,59,59,28,31,0,0
-1,131210112021002.000000000000000,Block 1002, Block Group 1, Census Tract 112.02, Fulton County, Georgia,68,5,63,60,14,37,6,3
-1,131210112031002.000000000000000,Block 1002, Block Group 1, Census Tract 112.03, Fulton County, Georgia,68,9,59,55,4,51,0,4
-1,131210114212000.000000000000000,Block 2000, Block Group 2, Census Tract 114.21, Fulton County, Georgia,68,34,34,24,11,8,2,10
-1,131210114231006.000000000000000,Block 1006, Block Group 1, Census Tract 114.23, Fulton County, Georgia,68,11,57,55,41,10,3,2
-1,131210116241002.000000000000000,Block 1002, Block Group 1, Census Tract 116.24, Fulton County, Georgia,68,12,56,49,20,0,0,7
-1,131210116321007.000000000000000,Block 1007, Block Group 1, Census Tract 116.32, Fulton County, Georgia,68,6,62,61,10,12,0,1
-1,131210002012007.000000000000000,Block 2007, Block Group 2, Census Tract 2.01, Fulton County, Georgia,67,2,65,63,60,3,0,2
-1,131210005022022.000000000000000,Block 2022, Block Group 2, Census Tract 5.02, Fulton County, Georgia,67,1,66,64,63,1,0,2
-1,131210012041001.000000000000000,Block 1001, Block Group 1, Census Tract 12.04, Fulton County, Georgia,67,7,60,58,57,1,0,2
-1,131210015021009.000000000000000,Block 1009, Block Group 1, Census Tract 15.02, Fulton County, Georgia,67,4,63,57,44,0,0,6
-1,131210016001006.000000000000000,Block 1006, Block Group 1, Census Tract 16, Fulton County, Georgia,67,4,63,63,59,4,0,0
-1,131210025003003.000000000000000,Block 3003, Block Group 3, Census Tract 25, Fulton County, Georgia,67,0,67,65,1,64,0,2
-1,131210031001001.000000000000000,Block 1001, Block Group 1, Census Tract 31, Fulton County, Georgia,67,1,66,62,49,12,1,4
-1,131210053002026.000000000000000,Block 2026, Block Group 2, Census Tract 53, Fulton County, Georgia,67,2,65,63,52,6,3,2
-1,131210057002004.000000000000000,Block 2004, Block Group 2, Census Tract 57, Fulton County, Georgia,67,0,67,64,3,61,0,3
-1,131210060002001.000000000000000,Block 2001, Block Group 2, Census Tract 60, Fulton County, Georgia,67,0,67,65,11,54,0,2
-1,131210060002006.000000000000000,Block 2006, Block Group 2, Census Tract 60, Fulton County, Georgia,67,4,63,60,10,50,0,3
-1,131210061003003.000000000000000,Block 3003, Block Group 3, Census Tract 61, Fulton County, Georgia,67,3,64,64,12,50,0,0
-1,131210065002002.000000000000000,Block 2002, Block Group 2, Census Tract 65, Fulton County, Georgia,67,2,65,63,25,35,3,2
-1,131210071002016.000000000000000,Block 2016, Block Group 2, Census Tract 71, Fulton County, Georgia,67,2,65,65,8,55,2,0
-1,131210073021001.000000000000000,Block 1001, Block Group 1, Census Tract 73.02, Fulton County, Georgia,67,0,67,66,1,65,0,1
-1,131210077032005.000000000000000,Block 2005, Block Group 2, Census Tract 77.03, Fulton County, Georgia,67,5,62,61,0,61,0,1
-1,131210079001006.000000000000000,Block 1006, Block Group 1, Census Tract 79, Fulton County, Georgia,67,0,67,66,6,60,0,1
-1,131210079002002.000000000000000,Block 2002, Block Group 2, Census Tract 79, Fulton County, Georgia,67,1,66,63,2,59,2,3
-1,131210079003014.000000000000000,Block 3014, Block Group 3, Census Tract 79, Fulton County, Georgia,67,4,63,61,0,60,1,2
-1,131210082042006.000000000000000,Block 2006, Block Group 2, Census Tract 82.04, Fulton County, Georgia,67,0,67,65,0,62,1,2
-1,131210087022006.000000000000000,Block 2006, Block Group 2, Census Tract 87.02, Fulton County, Georgia,67,0,67,67,13,54,0,0
-1,131210088021027.000000000000000,Block 1027, Block Group 1, Census Tract 88.02, Fulton County, Georgia,67,4,63,61,43,16,1,2
-1,131210089053004.000000000000000,Block 3004, Block Group 3, Census Tract 89.05, Fulton County, Georgia,67,1,66,65,57,8,0,1
-1,131210092031009.000000000000000,Block 1009, Block Group 1, Census Tract 92.03, Fulton County, Georgia,67,0,67,59,48,4,0,8
-1,131210092031015.000000000000000,Block 1015, Block Group 1, Census Tract 92.03, Fulton County, Georgia,67,12,55,46,32,8,0,9
-1,131210095042000.000000000000000,Block 2000, Block Group 2, Census Tract 95.04, Fulton County, Georgia,67,7,60,59,51,0,0,1
-1,131210100052001.000000000000000,Block 2001, Block Group 2, Census Tract 100.05, Fulton County, Georgia,67,3,64,62,56,2,0,2
-1,131210101152019.000000000000000,Block 2019, Block Group 2, Census Tract 101.15, Fulton County, Georgia,67,6,61,58,58,0,0,3
-1,131210101252008.000000000000000,Block 2008, Block Group 2, Census Tract 101.25, Fulton County, Georgia,67,12,55,46,34,11,1,9
-1,131210102114003.000000000000000,Block 4003, Block Group 4, Census Tract 102.11, Fulton County, Georgia,67,2,65,60,55,1,1,5
-1,131210103081011.000000000000000,Block 1011, Block Group 1, Census Tract 103.08, Fulton County, Georgia,67,0,67,66,0,66,0,1
-1,131210103093008.000000000000000,Block 3008, Block Group 3, Census Tract 103.09, Fulton County, Georgia,67,8,59,57,0,57,0,2
-1,131210103121002.000000000000000,Block 1002, Block Group 1, Census Tract 103.12, Fulton County, Georgia,67,3,64,64,0,60,1,0
-1,131210103122021.000000000000000,Block 2021, Block Group 2, Census Tract 103.12, Fulton County, Georgia,67,5,62,61,2,58,1,1
-1,131210104011019.000000000000000,Block 1019, Block Group 1, Census Tract 104.01, Fulton County, Georgia,67,12,55,52,44,5,1,3
-1,131210105081012.000000000000000,Block 1012, Block Group 1, Census Tract 105.08, Fulton County, Georgia,67,2,65,65,0,65,0,0
-1,131210105173004.000000000000000,Block 3004, Block Group 3, Census Tract 105.17, Fulton County, Georgia,67,9,58,58,8,50,0,0
-1,131210105292008.000000000000000,Block 2008, Block Group 2, Census Tract 105.29, Fulton County, Georgia,67,2,65,60,1,58,0,5
-1,131210105302017.000000000000000,Block 2017, Block Group 2, Census Tract 105.30, Fulton County, Georgia,67,1,66,65,1,64,0,1
-1,131210105391006.000000000000000,Block 1006, Block Group 1, Census Tract 105.39, Fulton County, Georgia,67,1,66,64,0,64,0,2
-1,131210108012023.000000000000000,Block 2023, Block Group 2, Census Tract 108.01, Fulton County, Georgia,67,5,62,57,31,26,0,5
-1,131210108023002.000000000000000,Block 3002, Block Group 3, Census Tract 108.02, Fulton County, Georgia,67,38,29,26,19,7,0,3
-1,131210114322005.000000000000000,Block 2005, Block Group 2, Census Tract 114.32, Fulton County, Georgia,67,17,50,43,27,15,0,7
-1,131210114352008.000000000000000,Block 2008, Block Group 2, Census Tract 114.35, Fulton County, Georgia,67,12,55,51,40,8,0,4
-1,131210115101007.000000000000000,Block 1007, Block Group 1, Census Tract 115.10, Fulton County, Georgia,67,4,63,61,57,0,0,2
-1,131210115111004.000000000000000,Block 1004, Block Group 1, Census Tract 115.11, Fulton County, Georgia,67,7,60,53,47,3,0,7
-1,131210116181002.000000000000000,Block 1002, Block Group 1, Census Tract 116.18, Fulton County, Georgia,67,1,66,58,11,5,0,8
-1,131210116462005.000000000000000,Block 2005, Block Group 2, Census Tract 116.46, Fulton County, Georgia,67,32,35,29,26,3,0,6
-1,131210116503007.000000000000000,Block 3007, Block Group 3, Census Tract 116.50, Fulton County, Georgia,67,13,54,51,40,10,0,3
-1,131210123004018.000000000000000,Block 4018, Block Group 4, Census Tract 123, Fulton County, Georgia,67,6,61,61,10,50,0,0
-1,131210001001004.000000000000000,Block 1004, Block Group 1, Census Tract 1, Fulton County, Georgia,66,2,64,63,59,1,0,1
-1,131210002021004.000000000000000,Block 1004, Block Group 1, Census Tract 2.02, Fulton County, Georgia,66,2,64,55,55,0,0,9
-1,131210012032000.000000000000000,Block 2000, Block Group 2, Census Tract 12.03, Fulton County, Georgia,66,7,59,53,39,8,0,6
-1,131210013012007.000000000000000,Block 2007, Block Group 2, Census Tract 13.01, Fulton County, Georgia,66,1,65,60,48,8,0,5
-1,131210015021001.000000000000000,Block 1001, Block Group 1, Census Tract 15.02, Fulton County, Georgia,66,9,57,52,50,2,0,5
-1,131210015021008.000000000000000,Block 1008, Block Group 1, Census Tract 15.02, Fulton County, Georgia,66,60,6,5,5,0,0,1
-1,131210017011002.000000000000000,Block 1002, Block Group 1, Census Tract 17.01, Fulton County, Georgia,66,4,62,46,12,32,0,16
-1,131210024002014.000000000000000,Block 2014, Block Group 2, Census Tract 24, Fulton County, Georgia,66,0,66,60,5,55,0,6
-1,131210029002005.000000000000000,Block 2005, Block Group 2, Census Tract 29, Fulton County, Georgia,66,9,57,52,47,5,0,5
-1,131210032002001.000000000000000,Block 2001, Block Group 2, Census Tract 32, Fulton County, Georgia,66,2,64,56,56,0,0,8
-1,131210041002005.000000000000000,Block 2005, Block Group 2, Census Tract 41, Fulton County, Georgia,66,3,63,62,6,54,0,1
-1,131210049001002.000000000000000,Block 1002, Block Group 1, Census Tract 49, Fulton County, Georgia,66,3,63,63,11,48,0,0
-1,131210049001012.000000000000000,Block 1012, Block Group 1, Census Tract 49, Fulton County, Georgia,66,2,64,63,15,48,0,1
-1,131210052001012.000000000000000,Block 1012, Block Group 1, Census Tract 52, Fulton County, Georgia,66,6,60,56,49,6,0,4
-1,131210053002031.000000000000000,Block 2031, Block Group 2, Census Tract 53, Fulton County, Georgia,66,4,62,59,47,12,0,3
-1,131210058001031.000000000000000,Block 1031, Block Group 1, Census Tract 58, Fulton County, Georgia,66,1,65,60,36,20,0,5
-1,131210060002010.000000000000000,Block 2010, Block Group 2, Census Tract 60, Fulton County, Georgia,66,3,63,61,19,42,0,2
-1,131210060003010.000000000000000,Block 3010, Block Group 3, Census Tract 60, Fulton County, Georgia,66,2,64,63,3,56,4,1
-1,131210067021000.000000000000000,Block 1000, Block Group 1, Census Tract 67.02, Fulton County, Georgia,66,0,66,62,17,45,0,4
-1,131210069001013.000000000000000,Block 1013, Block Group 1, Census Tract 69, Fulton County, Georgia,66,16,50,47,32,13,0,3
-1,131210070012002.000000000000000,Block 2002, Block Group 2, Census Tract 70.01, Fulton County, Georgia,66,8,58,58,6,52,0,0
-1,131210073011007.000000000000000,Block 1007, Block Group 1, Census Tract 73.01, Fulton County, Georgia,66,1,65,65,0,65,0,0
-1,131210074003003.000000000000000,Block 3003, Block Group 3, Census Tract 74, Fulton County, Georgia,66,4,62,54,6,47,0,8
-1,131210075001009.000000000000000,Block 1009, Block Group 1, Census Tract 75, Fulton County, Georgia,66,1,65,65,14,46,5,0
-1,131210077082000.000000000000000,Block 2000, Block Group 2, Census Tract 77.08, Fulton County, Georgia,66,1,65,57,10,44,3,8
